name;age;segment;city;zip_code;state;region
Shui Tom;54.0;Home Office;Kennewick;99336;Washington;West
Nat Gilpin;54.0;Consumer;Midwest City;73110;Oklahoma;Central
Adam Bellavance;54.0;Small Business;Great Falls;59405;Montana;West
Penelope Sewall;54.0;Home Office;Miramar;33023;Florida;South
Christine Abelman;54.0;Corporate;Spanaway;98387;Washington;West
Chuck Clark;54.0;Corporate;Pahrump;89041;Nevada;West
Jim Karlsson;54.0;Small Business;Cottage Lake;98072;Washington;West
Gary Hansen;54.0;Consumer;Fort Worth;76106;Texas;Central
Muhammed MacIntyre;54.0;Small Business;Hoffman Estates;60194;Illinois;Central
Frank Hawley;54.0;Home Office;Casper;82604;Wyoming;West
John Castell;54.0;Small Business;Shaker Heights;44118;Ohio;East
Khloe Miller;54.0;Home Office;Royal Oak;48073;Michigan;Central
Frank Hawley;54.0;Home Office;Charleston;25314;West Virginia;East
Trudy Brown;54.0;Small Business;Jackson;38301;Tennessee;South
Cynthia Arntzen;54.0;Small Business;Abilene;79605;Texas;Central
Sibella Parks;54.0;Small Business;Aloha;97007;Oregon;West
Rachel Payne;54.0;Home Office;Pine Hills;32808;Florida;South
Joy Smith;54.0;Consumer;Ames;50010;Iowa;Central
Brian DeCherney;54.0;Corporate;Murray;84107;Utah;West
Carlos Meador;54.0;Corporate;Pomona;91767;California;West
Anna Haberlin;54.0;Corporate;Dallas;75217;Texas;Central
Muhammed MacIntyre;54.0;Small Business;Highland Park;60035;Illinois;Central
Fred Harton;54.0;Home Office;Denver;80219;Colorado;West
Alan Shonely;54.0;Small Business;Bennington;5201;Vermont;East
Alan Shonely;54.0;Small Business;Wayne;7470;New Jersey;East
Alan Shonely;54.0;Small Business;Wyckoff;7481;New Jersey;East
Tamara Dahlen;54.0;Corporate;Pflugerville;78660;Texas;Central
Alan Shonely;54.0;Small Business;Lakewood;8701;New Jersey;East
Allen Armold;54.0;Home Office;Visalia;93277;California;West
Sung Chung;54.0;Home Office;Meridian;83642;Idaho;West
Thomas Seio;54.0;Home Office;Northbrook;60062;Illinois;Central
Mike Kennedy;54.0;Corporate;Eagan;55122;Minnesota;Central
Edward Becker;54.0;Home Office;El Paso;79907;Texas;Central
Ben Wallace;54.0;Home Office;Valley Stream;11580;New York;East
Thomas Boland;54.0;Corporate;Stevens Point;54481;Wisconsin;Central
Max Jones;54.0;Home Office;Scranton;18504;Pennsylvania;East
Jim Karlsson;54.0;Small Business;Newton;67114;Kansas;Central
Roy French;54.0;Consumer;Munster;46321;Indiana;Central
Ken Lonsdale;54.0;Consumer;West Linn;97068;Oregon;West
Maurice Satty;54.0;Corporate;Land O Lakes;34639;Florida;South
Don Miller;54.0;Home Office;Carbondale;62901;Illinois;Central
Trudy Brown;54.0;Small Business;Johnson City;37604;Tennessee;South
Mike Gockenbach;54.0;Consumer;Pembroke Pines;33024;Florida;South
Rob Haberlin;54.0;Corporate;Sioux City;51106;Iowa;Central
Nicole Brennan;54.0;Home Office;Costa Mesa;92627;California;West
Mark Cousins;54.0;Corporate;Apple Valley;55124;Minnesota;Central
Cassandra Brandow;54.0;Home Office;Salem;97301;Oregon;West
Dave Hallsten;54.0;Home Office;Bryan;77803;Texas;Central
Dave Hallsten;54.0;Home Office;Brownsville;78521;Texas;Central
Patrick Ryan;54.0;Corporate;Athens;30605;Georgia;South
Jason Fortune;54.0;Corporate;Huntington;25705;West Virginia;East
Jason Fortune;54.0;Corporate;Laramie;82070;Wyoming;West
Nathan Mautz;54.0;Corporate;Lino Lakes;55014;Minnesota;Central
Bradley Nguyen;54.0;Consumer;Randallstown;21133;Maryland;East
Yana Sorensen;54.0;Corporate;Dover;3820;New Hampshire;East
Adam Hart;54.0;Corporate;Lake Elsinore;92530;California;West
Jack O'Briant;54.0;Small Business;Greenville;38701;Mississippi;South
Duane Benoit;54.0;Home Office;Omaha;68046;Nebraska;Central
Lynn Smith;54.0;Corporate;Norfolk;23518;Virginia;South
Lisa Ryan;54.0;Home Office;Butte;59750;Montana;West
Cindy Schnelling;54.0;Corporate;Georgetown;40324;Kentucky;South
Nora Price;54.0;Home Office;Springfield;22153;Virginia;South
Dennis Pardue;54.0;Small Business;Chapel Hill;27514;North Carolina;South
Mike Caudle;54.0;Corporate;Huntsville;77340;Texas;Central
Karl Brown;54.0;Corporate;Carlsbad;92008;California;West
Clay Cheatham;54.0;Small Business;Vancouver;98661;Washington;West
Bruce Degenhardt;54.0;Home Office;Oro Valley;85737;Arizona;West
Thais Sissman;54.0;Small Business;Port Charlotte;33952;Florida;South
Cynthia Delaney;54.0;Corporate;Dundalk;21222;Maryland;East
Pete Armstrong;54.0;Consumer;Ponca City;74601;Oklahoma;Central
George Bell;54.0;Corporate;Wichita Falls;76308;Texas;Central
Maureen Fritzler;54.0;Corporate;Radnor;19087;Pennsylvania;East
Mike Vittorini;54.0;Small Business;Holland;49423;Michigan;Central
Lauren Leatherbury;54.0;Home Office;Albuquerque;87105;New Mexico;West
Lauren Leatherbury;54.0;Home Office;Durango;81301;Colorado;West
Neil French;54.0;Corporate;Baton Rouge;70802;Louisiana;South
Craig Leslie;54.0;Consumer;Salt Lake City;84106;Utah;West
Amy Hunt;54.0;Consumer;La Vergne;37086;Tennessee;South
Nathan Mautz;54.0;Corporate;Homewood;35209;Alabama;South
John Lee;54.0;Corporate;Little Rock;72209;Arkansas;South
Alex Grayson;54.0;Consumer;Biddeford;4005;Maine;East
Cathy Prescott;55.0;Corporate;Steubenville;43952;Ohio;East
Nathan Mautz;55.0;Corporate;Hoover;35244;Alabama;South
Julia Barnett;55.0;Corporate;San Diego;92105;California;West
Pete Armstrong;54.0;Consumer;Owasso;74055;Oklahoma;Central
Lynn Smith;55.0;Corporate;Oakton;22124;Virginia;South
Joni Blumstein;55.0;Consumer;Midwest City;73110;Oklahoma;Central
Elizabeth Moffitt;55.0;Consumer;Pennsauken;8109;New Jersey;East
Jack O'Briant;55.0;Small Business;Clinton;39056;Mississippi;South
Bill Eplett;55.0;Corporate;Auburn;13021;New York;East
Helen Wasserman;55.0;Home Office;Dundalk;21222;Maryland;East
Saphhira Shifley;55.0;Consumer;Anderson;29624;South Carolina;South
Ivan Liston;55.0;Consumer;Kingsville;78363;Texas;Central
Aaron Smayling;55.0;Small Business;Smithtown;11787;New York;East
Harold Engle;55.0;Home Office;Lawrence;46226;Indiana;Central
Robert Barroso;55.0;Small Business;West Scarborough;4070;Maine;East
Robert Barroso;55.0;Small Business;Westbrook;4092;Maine;East
Arthur Prichep;55.0;Home Office;Cleveland;44105;Ohio;East
Allen Armold;55.0;Home Office;Visalia;93277;California;West
Jas O'Carroll;55.0;Corporate;Youngstown;44511;Ohio;East
Jack O'Briant;55.0;Home Office;Woodbury;55125;Minnesota;Central
Michael Chen;55.0;Consumer;Niagara Falls;14304;New York;East
Fred Harton;55.0;Home Office;Colorado Springs;80906;Colorado;West
Maxwell Schwartz;55.0;Corporate;Raleigh;27604;North Carolina;South
Speros Goranitis;55.0;Corporate;Berkeley;94704;California;West
Kelly Lampkin;55.0;Home Office;Georgetown;78626;Texas;Central
Darren Powers;55.0;Corporate;Eagle;83616;Idaho;West
Meg O'Connel;55.0;Corporate;Joplin;64804;MO;Central
Alan Schoenberger;55.0;Corporate;Smithfield;2917;Rhode Island;East
Deborah Brumfield;55.0;Corporate;Searcy;72143;Arkansas;South
Alan Schoenberger;55.0;Corporate;Mountain View;94043;California;West
Alan Schoenberger;55.0;Corporate;Murrieta;92563;California;West
Liz MacKendrick;55.0;Corporate;Mechanicsville;23111;Virginia;South
Joel Jenkins;55.0;Corporate;Hastings;68901;Nebraska;Central
Tamara Chand;55.0;Consumer;Pasadena;77506;Texas;Central
Denise Monton;55.0;Home Office;Bryant;72022;Arkansas;South
Theresa Swint;55.0;Consumer;Port Saint Lucie;34952;Florida;South
Catherine Glotzbach;55.0;Home Office;Springfield;97477;Oregon;West
Tamara Chand;55.0;Consumer;Pearland;77581;Texas;Central
Harry Marie;55.0;Consumer;Drexel Hill;19026;Pennsylvania;East
Michelle Huthwaite;55.0;Home Office;Cloverleaf;77015;Texas;Central
Ralph Kennedy;55.0;Corporate;Lansing;48911;Michigan;Central
Harry Marie;55.0;Consumer;Cudahy;53110;Wisconsin;Central
Janet Martin;55.0;Corporate;Montclair;7042;New Jersey;East
Ken Lonsdale;55.0;Consumer;Louisville;80027;Colorado;West
Christy Brittain;55.0;Consumer;Santa Monica;90405;California;West
Sarah Brown;55.0;Consumer;Covington;98042;Washington;West
Rick Hansen;55.0;Corporate;East Point;30344;Georgia;South
Annie Cyprus;55.0;Home Office;Oak Forest;60452;Illinois;Central
John Grady;55.0;Corporate;Walker;49534;Michigan;Central
Lycoris Saunders;55.0;Home Office;Monroe;28110;North Carolina;South
Jason Fortune;55.0;Corporate;Gillette;82716;Wyoming;West
Brian Moss;55.0;Corporate;Covington;41011;Kentucky;South
Dario Medina;55.0;Small Business;Sierra Vista;85635;Arizona;West
Janet Molinari;55.0;Corporate;East Cleveland;44112;Ohio;East
Tom Boeckenhauer;55.0;Corporate;Eugene;97405;Oregon;West
Mary O'Rourke;55.0;Home Office;Apple Valley;55124;Minnesota;Central
Michael Grace;55.0;Corporate;Rock Hill;29730;South Carolina;South
Mathew Reese;55.0;Small Business;Jamestown;14701;New York;East
Joni Wasserman;55.0;Consumer;Worcester;1607;MA;East
Joni Wasserman;55.0;Consumer;Edison;8817;New Jersey;East
Mathew Reese;55.0;Small Business;Levittown;11756;New York;East
Don Miller;55.0;Home Office;Carbondale;62901;Illinois;Central
Dennis Pardue;55.0;Corporate;Charlotte;28205;North Carolina;South
Marc Crier;55.0;Corporate;Russellville;72801;Arkansas;South
Bradley Nguyen;55.0;Corporate;Randallstown;21133;Maryland;East
Barbara Fisher;55.0;Small Business;Topeka;66614;Kansas;Central
Paul Stevenson;55.0;Corporate;Wake Forest;27587;North Carolina;South
Jay Kimmel;55.0;Small Business;Fairborn;45324;Ohio;East
Tony Chapman;55.0;Consumer;Beavercreek;45431;Ohio;East
Damala Kotsonis;55.0;Corporate;Goleta;93117;California;West
Gary McGarr;55.0;Home Office;Carol City;33055;Florida;South
Frank Merwin;55.0;Corporate;West Jordan;84084;Utah;West
Richard Bierner;55.0;Small Business;Waynesboro;22980;Virginia;South
Aaron Hawkins;55.0;Home Office;San Gabriel;91776;California;West
Erica Bern;55.0;Corporate;Granger;46530;Indiana;Central
Amy Hunt;55.0;Home Office;Kingsport;37664;Tennessee;South
Barry Pond;55.0;Consumer;Lawndale;90260;California;West
Cari Schnelling;55.0;Home Office;Palatine;60067;Illinois;Central
Jas O'Carroll;55.0;Corporate;Xenia;45385;Ohio;East
Jason Gross;55.0;Small Business;Hastings;68901;Nebraska;Central
Dennis Bolton;55.0;Small Business;Wilkinsburg;15221;Pennsylvania;East
Adam Bellavance;55.0;Small Business;Helena;59601;Montana;West
Fred Wasserman;55.0;Home Office;Collinsville;62234;Illinois;Central
Jack O'Briant;55.0;Small Business;Greenville;38701;Mississippi;South
Beth Paige;55.0;Consumer;Batavia;60510;Illinois;Central
Denise Monton;55.0;Home Office;Apex;27502;North Carolina;South
Jim Radford;55.0;Corporate;Elk Grove Village;60007;Illinois;Central
Janet Lee;55.0;Consumer;Fayetteville;28314;North Carolina;South
Arianne Irving;55.0;Corporate;Memphis;38109;Tennessee;South
Sam Craven;55.0;Home Office;East Point;30344;Georgia;South
Stefania Perrino;55.0;Corporate;Concord;3301;New Hampshire;East
Stefania Perrino;55.0;Corporate;New Bedford;2740;MA;East
Lauren Leatherbury;55.0;Corporate;Durango;81301;Colorado;West
Darren Koutras;55.0;Consumer;Sparks;89431;Nevada;West
Max Engle;55.0;Corporate;Long Beach;11561;New York;East
Nancy Lomonaco;55.0;Home Office;Hurst;76053;Texas;Central
Thea Hendricks;55.0;Home Office;Twentynine Palms;92277;California;West
Helen Wasserman;55.0;Home Office;Kalispell;59901;Montana;West
Anemone Ratner;55.0;Small Business;Corpus Christi;78415;Texas;Central
Brian Dahlen;55.0;Small Business;Murfreesboro;37130;Tennessee;South
Joseph Airdo;55.0;Corporate;Deltona;32725;Florida;South
Scott Cohen;55.0;Consumer;Louisville;80027;Colorado;West
Jennifer Jackson;55.0;Home Office;Hattiesburg;39401;Mississippi;South
Kean Thornton;55.0;Corporate;Paradise;95969;California;West
Frank Atkinson;55.0;Corporate;Seymour;47274;Indiana;Central
Stefania Perrino;55.0;Corporate;Wilbraham;1095;MA;East
Stefania Perrino;55.0;Corporate;Essex Junction;5451;Vermont;East
Jennifer Jackson;55.0;Home Office;Horn Lake;38637;Mississippi;South
Michelle Huthwaite;55.0;Home Office;Clinton;20735;Maryland;East
Dan Campbell;55.0;Corporate;Hesperia;92345;California;West
Tamara Dahlen;55.0;Corporate;Pharr;78577;Texas;Central
Logan Haushalter;55.0;Corporate;New Rochelle;10801;New York;East
Logan Haushalter;55.0;Corporate;New Castle;47362;Indiana;Central
Thomas Boland;55.0;Corporate;Sun Prairie;53590;Wisconsin;Central
Maria Bertelson;55.0;Home Office;Hazelwood;63042;MO;Central
Raymond Book;55.0;Consumer;Bremerton;98310;Washington;West
Matt Connell;55.0;Corporate;Medina;44256;Ohio;East
Vivian Mathis;55.0;Home Office;Owings Mills;21117;Maryland;East
Nick Radford;55.0;Corporate;Winter Haven;33881;Florida;South
Anna Haberlin;55.0;Corporate;Dallas;75217;Texas;Central
Karen Ferguson;55.0;Home Office;Holbrook;11741;New York;East
Randy Ferguson;55.0;Home Office;Clarksville;37042;Tennessee;South
Tracy Hopkins;55.0;Small Business;Granite Bay;95746;California;West
Edward Nazzal;55.0;Home Office;Waco;76706;Texas;Central
Dario Medina;55.0;Small Business;Scottsdale;85254;Arizona;West
Lisa DeCherney;55.0;Corporate;Liberal;67901;Kansas;Central
Patrick Ryan;55.0;Corporate;Athens;30605;Georgia;South
Todd Boyes;55.0;Small Business;Wausau;54401;Wisconsin;Central
Ralph Kennedy;55.0;Corporate;Kalamazoo;49001;Michigan;Central
Sara Luxemburg;55.0;Small Business;Plymouth;2345;MA;East
Sara Luxemburg;55.0;Small Business;Augusta;4330;Maine;East
Roland Murray;55.0;Home Office;North Las Vegas;89031;Nevada;West
Larry Tron;55.0;Home Office;Kaysville;84037;Utah;West
Doug Bickford;55.0;Corporate;Rockford;61107;Illinois;Central
Mark Cousins;55.0;Corporate;Wyoming;49509;Michigan;Central
Shahid Hopkins;55.0;Small Business;Muskegon;49442;Michigan;Central
Ken Heidel;55.0;Corporate;Peachtree City;30269;Georgia;South
Stewart Visinsky;55.0;Corporate;Sarasota;34239;Florida;South
Ken Heidel;55.0;Corporate;Red Wing;55066;Minnesota;Central
Aaron Bergman;55.0;Corporate;Addison;60101;Illinois;Central
Nathan Cano;55.0;Consumer;Edina;55410;Minnesota;Central
Neola Schneider;55.0;Home Office;Joliet;60432;Illinois;Central
Beth Paige;55.0;Consumer;Belleville;62223;Illinois;Central
Keith Dawkins;55.0;Home Office;Paragould;72450;Arkansas;South
Adam Bellavance;55.0;Small Business;Bellevue;68005;Nebraska;Central
Jenna Caffey;55.0;Consumer;Lancaster;17602;Pennsylvania;East
Brad Thomas;55.0;Home Office;Manhattan Beach;90266;California;West
Emily Grady;55.0;Home Office;Springville;84663;Utah;West
Olvera Toch;55.0;Home Office;Madison;53711;Wisconsin;Central
Olvera Toch;55.0;Home Office;Manitowoc;54220;Wisconsin;Central
Rachel Payne;55.0;Consumer;Pensacola;32503;Florida;South
Liz MacKendrick;55.0;Corporate;Newport News;23602;Virginia;South
Rachel Payne;55.0;Consumer;Pine Hills;32808;Florida;South
Julia West;55.0;Home Office;Galesburg;61401;Illinois;Central
Matthew Grinstein;55.0;Small Business;Hobbs;88240;New Mexico;West
Tanja Norvell;55.0;Corporate;Saint Petersburg;33710;Florida;South
Clytie Kelty;55.0;Small Business;Altoona;16602;Pennsylvania;East
Michelle Tran;55.0;Consumer;Columbia;21044;Maryland;East
Michelle Tran;55.0;Consumer;Crofton;21114;Maryland;East
Stuart Calhoun;55.0;Consumer;Hamilton;45011;Ohio;East
Bryan Spruell;55.0;Home Office;Santa Barbara;93101;California;West
Allen Rosenblatt;55.0;Small Business;Arlington Heights;60004;Illinois;Central
Bryan Spruell;55.0;Home Office;Santa Clara;95051;California;West
Henry Goldwyn;55.0;Small Business;Country Club Hills;60478;Illinois;Central
Julia Barnett;55.0;Home Office;San Clemente;92672;California;West
Christine Sundaresam;55.0;Small Business;Saint Louis;63116;MO;Central
Raymond Fair;55.0;Small Business;Bangor;4401;Maine;East
Raymond Fair;55.0;Small Business;Killingly Center;6241;Connecticut;East
Randy Ferguson;55.0;Home Office;Bristol;37620;Tennessee;South
Katrina Edelman;55.0;Corporate;Clearfield;84015;Utah;West
Barry Gonzalez;55.0;Consumer;Pikesville;21208;Maryland;East
Katherine Nockton;55.0;Corporate;Lima;45801;Ohio;East
Dorothy Wardle;55.0;Corporate;Saint Charles;60174;Illinois;Central
Joni Wasserman;55.0;Consumer;Tracy;95376;California;West
Mike Kennedy;55.0;Corporate;Eagan;55122;Minnesota;Central
Mike Kennedy;55.0;Corporate;Eden Prairie;55343;Minnesota;Central
Barry Blumstein;55.0;Small Business;Northglenn;80233;Colorado;West
Barry Blumstein;55.0;Small Business;Parker;80134;Colorado;West
Robert Dilbeck;55.0;Corporate;Clarksville;37042;Tennessee;South
Susan Vittorini;55.0;Corporate;Moline;61265;Illinois;Central
Michelle Lonsdale;55.0;Home Office;Glendale Heights;60139;Illinois;Central
Laura Armstrong;55.0;Small Business;Mason;45040;Ohio;East
Laura Armstrong;55.0;Small Business;Marion;43302;Ohio;East
Todd Sumrall;55.0;Consumer;Austintown;44515;Ohio;East
Linda Southworth;55.0;Consumer;Palm Bay;32905;Florida;South
Alan Hwang;55.0;Small Business;Richardson;75080;Texas;Central
Tracy Hopkins;55.0;Small Business;Florence;29501;South Carolina;South
Joe Elijah;55.0;Home Office;Fayetteville;72701;Arkansas;South
Duane Huffman;55.0;Consumer;Lancaster;75146;Texas;Central
Dionis Lloyd;55.0;Small Business;Coram;11727;New York;East
Neil French;55.0;Consumer;Alexandria;71301;Louisiana;South
Lori Olson;55.0;Consumer;Gadsden;35904;Alabama;South
Nick Zandusky;55.0;Small Business;Tucker;30084;Georgia;South
Erica Hernandez;55.0;Small Business;West Orange;7052;New Jersey;East
Erica Hernandez;55.0;Small Business;Goffstown;3045;New Hampshire;East
Charles Crestani;55.0;Consumer;Santa Cruz;95062;California;West
Helen Abelman;55.0;Home Office;Michigan City;46360;Indiana;Central
Joy Daniels;55.0;Corporate;Titusville;32780;Florida;South
Cynthia Delaney;55.0;Corporate;Wheat Ridge;80033;Colorado;West
Frank Atkinson;55.0;Corporate;Medford;2153;MA;East
Scott Cohen;55.0;Consumer;Middle River;21220;Maryland;East
Magdelene Morse;55.0;Home Office;Haltom City;76117;Texas;Central
Lycoris Saunders;55.0;Home Office;Mehlville;63129;MO;Central
Magdelene Morse;55.0;Home Office;Harker Heights;76543;Texas;Central
Fred Chung;55.0;Corporate;East Meadow;11554;New York;East
Christopher Conant;55.0;Home Office;Tacoma;98408;Washington;West
Patrick O'Brill;56.0;Home Office;Inkster;48141;Michigan;Central
Edward Nazzal;56.0;Home Office;Victoria;77901;Texas;Central
Darrin Van Huff;56.0;Home Office;Henderson;42420;Kentucky;South
Annie Thurman;56.0;Home Office;Midvale;84047;Utah;West
Greg Tran;56.0;Home Office;Severna Park;21146;Maryland;East
Ken Heidel;56.0;Corporate;Peachtree City;30269;Georgia;South
Mitch Gastineau;56.0;Corporate;Rio Rancho;87124;New Mexico;West
Jack O'Briant;56.0;Consumer;Biloxi;39530;Mississippi;South
Jack O'Briant;56.0;Consumer;Clinton;39056;Mississippi;South
Carl Jackson;56.0;Corporate;Waukegan;60087;Illinois;Central
Ted Trevino;56.0;Corporate;Pharr;78577;Texas;Central
Peter Fuller;56.0;Corporate;Columbus;31907;Georgia;South
Harold Engle;56.0;Home Office;Lawrence;46226;Indiana;Central
Thomas Brumley;56.0;Consumer;Spring Hill;34609;Florida;South
Michael Oakman;56.0;Small Business;Margate;33063;Florida;South
Mike Vittorini;56.0;Small Business;Holland;49423;Michigan;Central
Georgia Rosenberg;56.0;Consumer;West Valley City;84120;Utah;West
Maria Zettner;56.0;Corporate;Watertown;53094;Wisconsin;Central
Toby Grace;56.0;Home Office;Hinesville;31313;Georgia;South
Jack Lebron;56.0;Corporate;Plainfield;60544;Illinois;Central
Jack Lebron;56.0;Corporate;Portage;46368;Indiana;Central
Michelle Lonsdale;56.0;Corporate;Glendale Heights;60139;Illinois;Central
Julia West;56.0;Home Office;Galesburg;61401;Illinois;Central
Lycoris Saunders;56.0;Home Office;Kannapolis;28081;North Carolina;South
Muhammed Lee;56.0;Consumer;Anaheim;92804;California;West
Bart Watters;56.0;Corporate;Roseville;55113;Minnesota;Central
Muhammed Lee;56.0;Consumer;Antioch;94509;California;West
Sandra Glassco;56.0;Home Office;Bismarck;58501;North Dakota;Central
Saphhira Shifley;56.0;Consumer;Anderson;29624;South Carolina;South
Philisse Overcash;56.0;Small Business;Jackson;49201;Michigan;Central
Laurel Elliston;56.0;Home Office;Hampton;23666;Virginia;South
Patrick Bzostek;56.0;Consumer;Corsicana;75109;Texas;Central
Arianne Irving;56.0;Corporate;Memphis;38109;Tennessee;South
Sandra Glassco;56.0;Home Office;Fargo;58103;North Dakota;Central
Liz Carlisle;56.0;Corporate;Hickory;28601;North Carolina;South
Karl Brown;56.0;Home Office;Burlington;5401;Vermont;East
Rob Haberlin;56.0;Consumer;Marshalltown;50158;Iowa;Central
Karl Brown;56.0;Home Office;Middletown;2840;Rhode Island;East
Tracy Collins;56.0;Consumer;Jupiter;33458;Florida;South
Ashley Jarboe;56.0;Small Business;Gilbert;85234;Arizona;West
Dave Hallsten;56.0;Corporate;Camp Springs;20746;Maryland;East
Rick Wilson;56.0;Consumer;Wilmington;28403;North Carolina;South
Ed Jacobs;56.0;Small Business;Roseville;95661;California;West
Jack O'Briant;56.0;Consumer;Gulfport;39503;Mississippi;South
Art Miller;56.0;Corporate;Littleton;80122;Colorado;West
Adam Hart;56.0;Corporate;Lake Forest;92630;California;West
Bruce Degenhardt;56.0;Home Office;Mesa;85204;Arizona;West
Tony Molinari;56.0;Corporate;Kingston;2364;MA;East
Jessica Myrick;56.0;Small Business;Laramie;82070;Wyoming;West
Jessica Myrick;56.0;Small Business;McKeesport;15131;Pennsylvania;East
Tony Molinari;56.0;Corporate;Waterville;4901;Maine;East
Andrew Roberts;56.0;Small Business;Richland;99352;Washington;West
Astrea Jones;56.0;Corporate;Bangor;4401;Maine;East
Rose O'Brian;56.0;Home Office;Tulsa;74133;Oklahoma;Central
Craig Carroll;56.0;Small Business;Papillion;68046;Nebraska;Central
Astrea Jones;56.0;Corporate;Biddeford;4005;Maine;East
Rose O'Brian;56.0;Home Office;Albany;97321;Oregon;West
Tanja Norvell;56.0;Corporate;Saint Petersburg;33710;Florida;South
Quincy Jones;56.0;Home Office;Vestavia Hills;35216;Alabama;South
Bobby Odegard;56.0;Corporate;Omaha;68104;Nebraska;Central
Muhammed Yedwab;56.0;Consumer;Oakton;22124;Virginia;South
Dean Katz;56.0;Home Office;Redwood City;94061;California;West
Barry Blumstein;56.0;Small Business;Loveland;80538;Colorado;West
Erin Ashbrook;56.0;Consumer;Flower Mound;75028;Texas;Central
Harold Pawlan;56.0;Small Business;Bountiful;84010;Utah;West
Theresa Swint;56.0;Small Business;Riverview;33569;Florida;South
Dave Kipp;56.0;Consumer;Rancho Cucamonga;91730;California;West
Dave Kipp;56.0;Consumer;Redding;96003;California;West
Nora Price;56.0;Small Business;Suffolk;23434;Virginia;South
Rob Dowd;56.0;Corporate;Midland;48640;Michigan;Central
Lycoris Saunders;56.0;Corporate;Jacksonville;28540;North Carolina;South
Steve Carroll;56.0;Consumer;Moorhead;56560;Minnesota;Central
Raymond Book;56.0;Consumer;Bothell;98011;Washington;West
Joni Blumstein;56.0;Home Office;Enid;73703;Oklahoma;Central
Jack Garza;56.0;Corporate;Davie;33314;Florida;South
Christine Sundaresam;56.0;Small Business;Saint Peters;63376;MO;Central
Brendan Dodson;56.0;Corporate;Orland Park;60462;Illinois;Central
Lena Hernandez;56.0;Home Office;Eastpointe;48021;Michigan;Central
Toby Swindell;56.0;Small Business;Gallatin;37066;Tennessee;South
Grant Carroll;56.0;Corporate;Fairmont;26554;West Virginia;East
George Bell;56.0;Corporate;Wichita Falls;76308;Texas;Central
Erica Smith;56.0;Small Business;Walla Walla;99362;Washington;West
Erica Smith;56.0;Small Business;Wenatchee;98801;Washington;West
Darren Budd;56.0;Home Office;Atascadero;93422;California;West
MaryBeth Skach;56.0;Home Office;Mooresville;28115;North Carolina;South
Randy Ferguson;56.0;Home Office;Chattanooga;37421;Tennessee;South
Dan Lawera;56.0;Corporate;Texarkana;75503;Texas;Central
Nona Balk;56.0;Corporate;Oxford;36203;Alabama;South
Helen Andreada;56.0;Corporate;Pacifica;94044;California;West
Nick Crebassa;56.0;Corporate;Kenner;70065;Louisiana;South
Cindy Chapman;56.0;Consumer;Peoria;85345;Arizona;West
Jim Kriz;56.0;Consumer;Findlay;45840;Ohio;East
Irene Maddox;56.0;Consumer;Palm Springs;92262;California;West
Irene Maddox;56.0;Consumer;Palm Coast;32137;Florida;South
Sonia Cooley;56.0;Corporate;Corvallis;97330;Oregon;West
Annie Cyprus;56.0;Home Office;Oak Lawn;60453;Illinois;Central
Tonja Turnell;56.0;Consumer;Lynnwood;98037;Washington;West
Clay Rozendal;56.0;Corporate;Rock Island;61201;Illinois;Central
Chuck Clark;56.0;Corporate;North Las Vegas;89031;Nevada;West
Karen Carlisle;56.0;Home Office;San Gabriel;91776;California;West
Mark Cousins;56.0;Corporate;Apple Valley;55124;Minnesota;Central
Roy Skaria;56.0;Corporate;Granite City;62040;Illinois;Central
Todd Boyes;56.0;Small Business;Wausau;54401;Wisconsin;Central
Rick Huthwaite;56.0;Corporate;Dublin;94568;California;West
Helen Wasserman;56.0;Home Office;Kalispell;59901;Montana;West
Adam Hart;56.0;Corporate;Lakewood;90712;California;West
Brian Thompson;56.0;Home Office;Brooklyn;11226;New York;East
Ken Brennan;56.0;Home Office;Mount Lebanon;15228;Pennsylvania;East
Craig Molinari;56.0;Small Business;Nashville;37211;Tennessee;South
Nathan Cano;56.0;Consumer;Eden Prairie;55343;Minnesota;Central
Nora Pelletier;56.0;Home Office;Winter Park;32789;Florida;South
Julie Creighton;56.0;Corporate;Ankeny;50021;Iowa;Central
Eugene Moren;56.0;Home Office;Aurora;80013;Colorado;West
Raymond Book;56.0;Consumer;Bremerton;98310;Washington;West
Barry Franz;56.0;Corporate;Palmer;1069;MA;East
Barry Franz;56.0;Corporate;Greenwich;6830;Connecticut;East
Bryan Spruell;56.0;Home Office;Santa Ana;92704;California;West
Thomas Boland;56.0;Corporate;Sheboygan;53081;Wisconsin;Central
Caroline Jumper;56.0;Corporate;White Plains;10605;New York;East
Liz Pelletier;56.0;Corporate;High Point;27260;North Carolina;South
Valerie Mitchum;56.0;Home Office;Odenton;21113;Maryland;East
Liz Pelletier;56.0;Corporate;Elk Plain;98387;Washington;West
Fred McMath;56.0;Small Business;Colchester;5439;Vermont;East
Fred McMath;56.0;Small Business;Madison;7940;New Jersey;East
Alejandro Ballentine;56.0;Small Business;Keizer;97303;Oregon;West
Alejandro Ballentine;56.0;Small Business;Lake Oswego;97035;Oregon;West
Christopher Conant;56.0;Home Office;Tacoma;98408;Washington;West
Dan Campbell;56.0;Small Business;Goleta;93117;California;West
Eleni McCrary;56.0;Corporate;Trumbull;6611;Connecticut;East
Eileen Kiefer;56.0;Consumer;Weatherford;76086;Texas;Central
